SEQPRODUTO;DESCCOMPLETA;EMB;CODACESSO;COMPRADOR
9582;QJ T MUSS NUTRIBOM MO;1 - KG;941;LATICINIOS 1
9583;QJ T MUSS NUTRIBOM PA;1 - KG;4289;LATICINIOS 1
9584;QJ T MUSS NUTRIBOM PD;1 - KG;3640;LATICINIOS 1
54004;QJ T MUSS OURO & PRATA FT;1 - KG;306;LATICINIOS 1
54006;QJ T MUSS OURO & PRATA MO;1 - KG;309;LATICINIOS 1
54007;QJ T MUSS OURO & PRATA PA;1 - KG;310;LATICINIOS 1
54005;QJ T MUSS OURO & PRATA PD;1 - KG;308;LATICINIOS 1
75529;QJ T MUSS OURO BOM FT;1 - KG;2441;LATICINIOS 1
75530;QJ T MUSS OURO BOM MO;1 - KG;2442;LATICINIOS 1
75531;QJ T MUSS OURO BOM PA;1 - KG;2443;LATICINIOS 1
75532;QJ T MUSS OURO BOM PD;1 - KG;2444;LATICINIOS 1
1108991;QJ T MUSS PALITO FORMOSA KG;1 - KG;11089910001;LATICINIOS 2
1108991;QJ T MUSS PALITO FORMOSA KG;1 - KG;7294;LATICINIOS 2
88535;QJ T MUSS PALITO IPANEMA KG;1 - KG;3133;LATICINIOS 2
40928;QJ T MUSS PALITO KEIJOBON KG;1 - KG;9989;LATICINIOS 2
1069882;QJ T MUSS PALITO PORTO ALEGRE KG;1 - KG;6603;LATICINIOS 2
96053;QJ T MUSS PALITO SERRA DOURADA KG;1 - KG;3866;LATICINIOS 2
70806;QJ T MUSS PALITO VALE ORIZONA KG;1 - KG;1802;LATICINIOS 2
37366;QJ T MUSS PALITO VALELAC KG;1 - KG;4793;LATICINIOS 2
101439;QJ T MUSS PALITO VIDATIVA KG;1 - KG;4600;LATICINIOS 2
1096888;QJ T MUSS PALMEIRAS FATIADO KG;1 - KG;7053;LATICINIOS 1
1055538;QJ T MUSS PALMITO CAPIXABA CONDI KG;1 - KG;6093;LATICINIOS 2
1055540;QJ T MUSS PALMITO CAPIXABA KG;1 - KG;6096;LATICINIOS 2
1037128;QJ T MUSS PAMPA CHEESE FT;1 - KG;5464;LATICINIOS 1
1037148;QJ T MUSS PAMPA CHEESE MO;1 - KG;5465;LATICINIOS 1
1037150;QJ T MUSS PAMPA CHEESE PA;1 - KG;5467;LATICINIOS 1
68292;QJ T MUSS PARAISO CX KG;1 - KG;1560;LATICINIOS 1
68295;QJ T MUSS PARAISO FT;1 - KG;1563;LATICINIOS 1
68286;QJ T MUSS PARAISO KG;1 - KG;1559;LATICINIOS 1
68299;QJ T MUSS PARAISO PD;1 - KG;1567;LATICINIOS 1
53481;QJ T MUSS PARANAIBA FT;1 - KG;266;LATICINIOS 1
53480;QJ T MUSS PARANAIBA KG;1 - KG;265;LATICINIOS 1
53483;QJ T MUSS PARANAIBA MO;1 - KG;268;LATICINIOS 1
53484;QJ T MUSS PARANAIBA PA;1 - KG;269;LATICINIOS 1
53482;QJ T MUSS PARANAIBA PD;1 - KG;267;LATICINIOS 1
71405;QJ T MUSS PARLAK CX KG;1 - KG;1863;LATICINIOS 1
1019657;QJ T MUSS PARLAK FATIADO KG;1 - KG;5034;LATICINIOS 1
71381;QJ T MUSS PARLAK FT;1 - KG;1862;LATICINIOS 1
70978;QJ T MUSS PARLAK KG;1 - KG;1807;LATICINIOS 1
71710;QJ T MUSS PARLAK MO;1 - KG;1879;LATICINIOS 1
71616;QJ T MUSS PARLAK PD;1 - KG;1871;LATICINIOS 1
53324;QJ T MUSS PASTOREIO KG;1 - KG;223;LATICINIOS 1
53327;QJ T MUSS PASTOREIO MO;1 - KG;226;LATICINIOS 1
53328;QJ T MUSS PASTOREIO PA;1 - KG;227;LATICINIOS 1
69041;QJ T MUSS PILI CX KG;1 - KG;1635;LATICINIOS 1
36227;QJ T MUSS PILI PA;1 - KG;4731;PERECIVEIS IMPORTADO
101860;QJ T MUSS PILOTO FT;1 - KG;4630;LATICINIOS 1
101859;QJ T MUSS PILOTO KG;1 - KG;4627;LATICINIOS 1
101861;QJ T MUSS PILOTO PD;1 - KG;4631;LATICINIOS 1
1018705;QJ T MUSS PIRACANJUBA FT;1 - KG;4998;LATICINIOS 1
79199;QJ T MUSS PIRACANJUBA KG;1 - KG;2827;LATICINIOS 1
1018706;QJ T MUSS PIRACANJUBA PD;1 - KG;4999;LATICINIOS 1
53587;QJ T MUSS PIZZABELLA FT;1 - KG;278;LATICINIOS 1
53564;QJ T MUSS PIZZABELLA KG;1 - KG;276;LATICINIOS 1
53589;QJ T MUSS PIZZABELLA MO;1 - KG;281;LATICINIOS 1
53590;QJ T MUSS PIZZABELLA PA;1 - KG;282;LATICINIOS 1
53588;QJ T MUSS PIZZABELLA PD;1 - KG;280;LATICINIOS 1
1019869;QJ T MUSS POLENGHI FT;1 - KG;5039;LATICINIOS 1
1019061;QJ T MUSS POLENGHI KG;1 - KG;5008;LATICINIOS 1
1019870;QJ T MUSS POLENGHI PD;1 - KG;5040;LATICINIOS 1
1069318;QJ T MUSS PORTO ALEGRE KG;1 - KG;6582;LATICINIOS 1
1069253;QJ T MUSS PORTO ALEGRE MO;1 - KG;6566;LATICINIOS 1
1069251;QJ T MUSS PORTO ALEGRE PA;1 - KG;6565;LATICINIOS 1
1102554;QJ T MUSS PRADO KG;1 - KG;7073;LATICINIOS 1
1048954;QJ T MUSS PRESIDENT FT;1 - KG;5728;LATICINIOS 1
1048838;QJ T MUSS PRESIDENT KG;1 - KG;5726;LATICINIOS 1
1048960;QJ T MUSS PRESIDENT MO;1 - KG;5734;LATICINIOS 1
1048956;QJ T MUSS PRESIDENT PA;1 - KG;5730;LATICINIOS 1
1048959;QJ T MUSS PRESIDENT PD;1 - KG;5733;LATICINIOS 1
49852;QJ T MUSS PRINCESUL PA;1 - KG;53;LATICINIOS 1
49653;QJ T MUSS PRINCESUL PD;1 - KG;50;LATICINIOS 1
91208;QJ T MUSS PRINCIPE FT;1 - KG;3269;LATICINIOS 1
91207;QJ T MUSS PRINCIPE KG;1 - KG;3268;LATICINIOS 1
91180;QJ T MUSS PRINCIPE MO;1 - KG;3270;LATICINIOS 1
91181;QJ T MUSS PRINCIPE PD;1 - KG;3271;LATICINIOS 1
1035698;QJ T MUSS PROMILK FT;1 - KG;5454;LATICINIOS 1
1035693;QJ T MUSS PROMILK KG;1 - KG;5458;LATICINIOS 1
1035699;QJ T MUSS PROMILK MO;1 - KG;5455;LATICINIOS 1
1035700;QJ T MUSS PROMILK PA;1 - KG;5457;LATICINIOS 1
1035695;QJ T MUSS PROMILK PD;1 - KG;5453;LATICINIOS 1
1314;QJ T MUSS PURINHA KG;1 - KG;2320;LATICINIOS 1
7882;QJ T MUSS PURINHA MO;1 - KG;2322;LATICINIOS 1
1109111;QJ T MUSS PURO LEITE KG;1 - KG;11091110001;PERECIVEIS 2
1109111;QJ T MUSS PURO LEITE KG;1 - KG;7248;PERECIVEIS 2
620913;QJ T MUSS REALAC KG;1 - KG;4896;LATICINIOS 1
620913;QJ T MUSS REALAC KG;1 - KG;6209130001;LATICINIOS 1
620913;QJ T MUSS REALAC KG;24 - CX;6209130024;LATICINIOS 1
63014;QJ T MUSS REGINA KG;1 - KG;708;LATICINIOS 1
63904;QJ T MUSS RIOBRI CX KG;1 - KG;1213;LATICINIOS 1
8083;QJ T MUSS RIOBRI FT;1 - KG;757;LATICINIOS 1
1958;QJ T MUSS RIOBRI KG;1 - KG;756;LATICINIOS 1
8084;QJ T MUSS RIOBRI MO;1 - KG;758;LATICINIOS 1
8086;QJ T MUSS RIOBRI PA;1 - KG;3758;LATICINIOS 1
8085;QJ T MUSS RIOBRI PD;1 - KG;811;LATICINIOS 1
68239;QJ T MUSS RONDOLAC CX KG;1 - KG;1544;LATICINIOS 1
25229;QJ T MUSS RONDOLAC FT;1 - KG;7764;LATICINIOS 1
25209;QJ T MUSS RONDOLAC KG;1 - KG;7757;LATICINIOS 1
25232;QJ T MUSS RONDOLAC PD;1 - KG;7795;LATICINIOS 1
64505;QJ T MUSS SABOR CX KG;1 - KG;1341;LATICINIOS 1
1080730;QJ T MUSS SABOR DA SERRA MO;1 - KG;6769;LATICINIOS 1
1080732;QJ T MUSS SABOR DA SERRA PD;1 - KG;6773;LATICINIOS 1
64527;QJ T MUSS SABOR FT;1 - KG;1344;LATICINIOS 1
64506;QJ T MUSS SABOR KG;1 - KG;1343;LATICINIOS 1
64528;QJ T MUSS SABOR MO;1 - KG;1345;LATICINIOS 1
64531;QJ T MUSS SABOR PA;1 - KG;1347;LATICINIOS 1
64530;QJ T MUSS SABOR PD;1 - KG;1346;LATICINIOS 1
64247;QJ T MUSS SABOROSA CX KG;1 - KG;1303;LATICINIOS 1
51525;QJ T MUSS SABOROSA FT;1 - KG;94;LATICINIOS 1
51524;QJ T MUSS SABOROSA KG;1 - KG;92;LATICINIOS 1
51646;QJ T MUSS SABOROSA MO;1 - KG;104;LATICINIOS 1
51645;QJ T MUSS SABOROSA PA;1 - KG;103;LATICINIOS 1
51644;QJ T MUSS SABOROSA PD;1 - KG;102;LATICINIOS 1
90986;QJ T MUSS SADIA FT;1 - KG;3260;LATICINIOS 1
90983;QJ T MUSS SADIA KG;1 - KG;3250;LATICINIOS 1
91015;QJ T MUSS SADIA PA;1 - KG;3253;LATICINIOS 1
91016;QJ T MUSS SADIA PD;1 - KG;3255;LATICINIOS 1
90639;QJ T MUSS SAFIRA FT;1 - KG;3227;LATICINIOS 1
90637;QJ T MUSS SAFIRA KG;1 - KG;3225;LATICINIOS 1
90641;QJ T MUSS SAFIRA PA;1 - KG;3229;LATICINIOS 1
90640;QJ T MUSS SAFIRA PD;1 - KG;3228;LATICINIOS 1
90586;QJ T MUSS SAN DIEGO KG;1 - KG;3218;LATICINIOS 1
90586;QJ T MUSS SAN DIEGO KG;1 - KG;905860001;LATICINIOS 1
90590;QJ T MUSS SAN DIEGO PA;1 - KG;3224;LATICINIOS 1
90590;QJ T MUSS SAN DIEGO PA;1 - KG;905900001;LATICINIOS 1
53488;QJ T MUSS SAN GENNARO FT;1 - KG;271;LATICINIOS 1
53489;QJ T MUSS SAN GENNARO KG;1 - KG;272;LATICINIOS 1
53490;QJ T MUSS SAN GENNARO MO;1 - KG;273;LATICINIOS 1
53491;QJ T MUSS SAN GENNARO PA;1 - KG;274;LATICINIOS 1
53492;QJ T MUSS SAN GENNARO PD;1 - KG;275;LATICINIOS 1
75549;QJ T MUSS SANTA CLARA FT;1 - KG;2453;LATICINIOS 1
75548;QJ T MUSS SANTA CLARA KG;1 - KG;2451;LATICINIOS 1
75550;QJ T MUSS SANTA CLARA MO;1 - KG;2454;LATICINIOS 1
75551;QJ T MUSS SANTA CLARA PA;1 - KG;2458;LATICINIOS 1
75552;QJ T MUSS SANTA CLARA PD;1 - KG;2459;LATICINIOS 1
94521;QJ T MUSS SANTA MONICA FT;1 - KG;3559;LATICINIOS 1
94031;QJ T MUSS SANTA MONICA KG;1 - KG;3441;LATICINIOS 1
94522;QJ T MUSS SANTA MONICA MO;1 - KG;3560;LATICINIOS 1
94524;QJ T MUSS SANTA MONICA PD;1 - KG;3563;LATICINIOS 1
50744;QJ T MUSS SAO DOMINGOS FT;1 - KG;56;LATICINIOS 1
48133;QJ T MUSS SAO DOMINGOS KG;1 - KG;27;LATICINIOS 1
50765;QJ T MUSS SAO DOMINGOS MO;1 - KG;71;LATICINIOS 1
50766;QJ T MUSS SAO DOMINGOS PA;1 - KG;73;LATICINIOS 1
50764;QJ T MUSS SAO DOMINGOS PD;1 - KG;70;LATICINIOS 1
24329;QJ T MUSS SAO GABRIEL KG;1 - KG;7306;LATICINIOS 1
63988;QJ T MUSS SAO JOSE CX KG;1 - KG;1217;LATICINIOS 1
8072;QJ T MUSS SAO JOSE FT;1 - KG;740;LATICINIOS 1
1944;QJ T MUSS SAO JOSE KG;1 - KG;739;LATICINIOS 1
8073;QJ T MUSS SAO JOSE MO;1 - KG;741;LATICINIOS 1
8074;QJ T MUSS SAO JOSE PA;1 - KG;3762;LATICINIOS 1
9594;QJ T MUSS SAO JOSE PD;1 - KG;809;LATICINIOS 1
64002;QJ T MUSS SCALA CX KG;1 - KG;1241;LATICINIOS 1
8006;QJ T MUSS SCALA FT;1 - KG;2308;LATICINIOS 1
1833;QJ T MUSS SCALA KG;1 - KG;2306;LATICINIOS 1
8009;QJ T MUSS SCALA PA;1 - KG;3763;LATICINIOS 1
8009;QJ T MUSS SCALA PA;1 - KG;80090001;LATICINIOS 1
8008;QJ T MUSS SCALA PD;1 - KG;3608;LATICINIOS 1
1019921;QJ T MUSS SEMPRE BOM FT;1 - KG;5044;LATICINIOS 1
111712;QJ T MUSS SEMPRE BOM KG;1 - KG;4881;LATICINIOS 1
1019922;QJ T MUSS SEMPRE BOM PD;1 - KG;5045;LATICINIOS 1
1069285;QJ T MUSS SERRA NEGRA FT;1 - KG;6573;LATICINIOS 1
1069249;QJ T MUSS SERRA NEGRA KG;1 - KG;6563;LATICINIOS 1
1069264;QJ T MUSS SERRA NEGRA MO;1 - KG;6572;LATICINIOS 1
1069284;QJ T MUSS SERRA NEGRA PA;1 - KG;6571;LATICINIOS 1
1069277;QJ T MUSS SERRA NEGRA PD;1 - KG;6581;LATICINIOS 1
1123785;QJ T MUSS SERT JUCURUTU FT;1 - KG;7527;LATICINIOS 1
1110076;QJ T MUSS SERT JUCURUTU KG;1 - KG;7173;LATICINIOS 1
1130146;QJ T MUSS SERT JUCURUTU PD;1 - KG;7543;LATICINIOS 1
1053191;QJ T MUSS SERTANEJA KG;1 - KG;5908;LATICINIOS 2
70680;QJ T MUSS SZURA FT;1 - KG;1773;LATICINIOS 1
70675;QJ T MUSS SZURA KG;1 - KG;1771;LATICINIOS 1
70701;QJ T MUSS SZURA MO;1 - KG;1774;LATICINIOS 1
70702;QJ T MUSS SZURA PA;1 - KG;1775;LATICINIOS 1
70703;QJ T MUSS SZURA PD;1 - KG;1776;LATICINIOS 1
64787;QJ T MUSS TAPAJOS CX KG;1 - KG;1381;LATICINIOS 1
53388;QJ T MUSS TAPAJOS KG;1 - KG;249;LATICINIOS 1
53391;QJ T MUSS TAPAJOS PA;1 - KG;252;LATICINIOS 1
53392;QJ T MUSS TAPAJOS PD;1 - KG;254;LATICINIOS 1
1092520;QJ T MUSS TAPIRA FT;1 - KG;6906;LATICINIOS 1
1086137;QJ T MUSS TAPIRA KG;1 - KG;6823;LATICINIOS 1
1092528;QJ T MUSS TAPIRA PD;1 - KG;6907;LATICINIOS 1
1022480;QJ T MUSS TAURINO FT;1 - KG;5122;LATICINIOS 1
1022473;QJ T MUSS TAURINO KG;1 - KG;5120;LATICINIOS 1
1022481;QJ T MUSS TAURINO PD;1 - KG;5123;LATICINIOS 1
1022474;QJ T MUSS TAURINO T2 KG;1 - KG;5121;LATICINIOS 1
53445;QJ T MUSS TERRA BRANCA FT;1 - KG;257;LATICINIOS 1
53444;QJ T MUSS TERRA BRANCA KG;1 - KG;256;LATICINIOS 1
53448;QJ T MUSS TERRA BRANCA MO;1 - KG;262;LATICINIOS 1
53447;QJ T MUSS TERRA BRANCA PA;1 - KG;261;LATICINIOS 1
53446;QJ T MUSS TERRA BRANCA PD;1 - KG;259;LATICINIOS 1
91614;QJ T MUSS TIROL PA;1 - KG;3290;LATICINIOS 1
70712;QJ T MUSS TIROLEZ FT;1 - KG;1785;LATICINIOS 1
70711;QJ T MUSS TIROLEZ KG;1 - KG;1784;LATICINIOS 1
10886;QJ T MUSS TIROLEZ LIGHT FT;1 - KG;4549;LATICINIOS 1
10885;QJ T MUSS TIROLEZ LIGHT KG;1 - KG;4548;LATICINIOS 1
10888;QJ T MUSS TIROLEZ LIGHT PD;1 - KG;4551;LATICINIOS 1
10884;QJ T MUSS TIROLEZ LIGHT T500;1 - KG;4556;LATICINIOS 2
1054016;QJ T MUSS TIROLEZ LIGHT T500 KG S/LACTOSE;1 - KG;5957;LATICINIOS 2
70715;QJ T MUSS TIROLEZ MO;1 - KG;1789;LATICINIOS 1
70714;QJ T MUSS TIROLEZ PA;1 - KG;1788;LATICINIOS 1
70713;QJ T MUSS TIROLEZ PD;1 - KG;1787;LATICINIOS 1
94081;QJ T MUSS TIROLEZ PQ KG;1 - KG;3495;LATICINIOS 2
1035028;QJ T MUSS TIROLEZ T2 KG;1 - KG;5452;LATICINIOS 1
1102000;QJ T MUSS TIROLEZ ZERO LACTOSE FT;1 - KG;7159;LATICINIOS 1
1088338;QJ T MUSS TIROLEZ ZERO LACTOSE KG;1 - KG;6875;LATICINIOS 1
1102008;QJ T MUSS TIROLEZ ZERO LACTOSE PD;1 - KG;7162;LATICINIOS 1
52565;QJ T MUSS TOMAZINA FT;1 - KG;157;LATICINIOS 1
52564;QJ T MUSS TOMAZINA KG;1 - KG;153;LATICINIOS 1
52584;QJ T MUSS TOMAZINA MO;1 - KG;158;LATICINIOS 1
52624;QJ T MUSS TOMAZINA PA;1 - KG;167;LATICINIOS 1
52604;QJ T MUSS TOMAZINA PD;1 - KG;159;LATICINIOS 1
64868;QJ T MUSS TOURINHO KG;1 - KG;1389;LATICINIOS 1
64868;QJ T MUSS TOURINHO KG;1 - KG;648680001;LATICINIOS 1
1046303;QJ T MUSS TOYA FT;1 - KG;5645;LATICINIOS 1
1044046;QJ T MUSS TOYA KG;1 - KG;5565;LATICINIOS 1
1046304;QJ T MUSS TOYA PD;1 - KG;5646;LATICINIOS 1
1044709;QJ T MUSS TOYA T500 KG;1 - KG;5585;LATICINIOS 1
64000;QJ T MUSS TRADICAO CX KG;1 - KG;1239;LATICINIOS 1
7952;QJ T MUSS TRADICAO FT;1 - KG;2311;LATICINIOS 1
1562;QJ T MUSS TRADICAO KG;1 - KG;2310;LATICINIOS 1
7955;QJ T MUSS TRADICAO PA;1 - KG;3764;LATICINIOS 1
7954;QJ T MUSS TRADICAO PD;1 - KG;3610;LATICINIOS 1
1047992;QJ T MUSS TRADICAO T2 KG;1 - KG;5667;LATICINIOS 1
1069875;QJ T MUSS TRANC DEF SERRA NEGRA KG;1 - KG;6595;LATICINIOS 2
1069842;QJ T MUSS TRANC PORTO ALEGRE KG;1 - KG;6587;LATICINIOS 2
1108992;QJ T MUSS TRANCA FORMOSA KG;1 - KG;11089920001;LATICINIOS 2
1108992;QJ T MUSS TRANCA FORMOSA KG;1 - KG;7295;LATICINIOS 2
1109100;QJ T MUSS TRANCA MEL KG;1 - KG;11091000001;PERECIVEIS 2
1109100;QJ T MUSS TRANCA MEL KG;1 - KG;7237;PERECIVEIS 2
1117896;QJ T MUSS TRES BARRAS FT;1 - KG;7369;LATICINIOS 1
1116549;QJ T MUSS TRES BARRAS KG;1 - KG;7364;LATICINIOS 1
1117892;QJ T MUSS TRES BARRAS PD;1 - KG;7372;LATICINIOS 1
63998;QJ T MUSS TRES MARIAS CX KG;1 - KG;1237;LATICINIOS 1
8050;QJ T MUSS TRES MARIAS FT;1 - KG;767;LATICINIOS 1
1918;QJ T MUSS TRES MARIAS KG;1 - KG;766;LATICINIOS 1
8051;QJ T MUSS TRES MARIAS MO;1 - KG;770;LATICINIOS 1
8052;QJ T MUSS TRES MARIAS PD;1 - KG;3611;LATICINIOS 1
94917;QJ T MUSS TRES MARIAS T2 KG;1 - KG;3635;LATICINIOS 1
1115920;QJ T MUSS TRES MARIAS T500 KG;1 - KG;7336;LATICINIOS 2
1101926;QJ T MUSS TYNNA FT;1 - KG;7131;LATICINIOS 1
1070993;QJ T MUSS TYNNA KG;1 - KG;6664;LATICINIOS 1
1101927;QJ T MUSS TYNNA PD;1 - KG;7132;LATICINIOS 1
1123700;QJ T MUSS UAI FT;1 - KG;11237000001;LATICINIOS 1
1123700;QJ T MUSS UAI FT;1 - KG;7480;LATICINIOS 1
1123229;QJ T MUSS UAI KG;1 - KG;11232290001;LATICINIOS 1
1123229;QJ T MUSS UAI KG;1 - KG;7462;LATICINIOS 1
1123706;QJ T MUSS UAI PD;1 - KG;11237060001;LATICINIOS 1
1123706;QJ T MUSS UAI PD;1 - KG;7497;LATICINIOS 1
1054790;QJ T MUSS UNIAO LIGHT BOLA KG;1 - KG;6018;LATICINIOS 2
1054794;QJ T MUSS UNIAO LIGHT T500 KG;1 - KG;6021;LATICINIOS 2
1027455;QJ T MUSS VALEZA MO;1 - KG;5274;LATICINIOS 1
1027452;QJ T MUSS VALEZA FT;1 - KG;5270;LATICINIOS 1
1027450;QJ T MUSS VALEZA KG;1 - KG;5268;LATICINIOS 1
1027450;QJ T MUSS VALEZA KG;24 - CX;10274500024;LATICINIOS 1
1027454;QJ T MUSS VALEZA PA;1 - KG;5273;LATICINIOS 1
1027456;QJ T MUSS VALEZA PD;1 - KG;5275;LATICINIOS 1
63987;QJ T MUSS VENCEDOR CX KG;1 - KG;1216;LATICINIOS 1
8061;QJ T MUSS VENCEDOR FT;1 - KG;482;LATICINIOS 1
1931;QJ T MUSS VENCEDOR KG;1 - KG;481;LATICINIOS 1
8062;QJ T MUSS VENCEDOR MO;1 - KG;483;LATICINIOS 1
8064;QJ T MUSS VENCEDOR PA;1 - KG;3766;LATICINIOS 1
8063;QJ T MUSS VENCEDOR PD;1 - KG;808;LATICINIOS 1
64004;QJ T MUSS VENCEDOR T1 CX KG;1 - KG;1244;LATICINIOS 1
1949;QJ T MUSS VENCEDOR T1 KG;1 - KG;1039;LATICINIOS 2
1062197;QJ T MUSS VIDATIVA FAT KG INTERFOLHADO;1 - KG;6339;LATICINIOS 1
1020747;QJ T MUSS VILA RICA FT;1 - KG;5068;LATICINIOS 1
1020746;QJ T MUSS VILA RICA KG;1 - KG;5066;LATICINIOS 1
1020748;QJ T MUSS VILA RICA PD;1 - KG;5069;LATICINIOS 1
66167;QJ T MUSS VILAC CX KG;1 - KG;1445;LATICINIOS 1
54444;QJ T MUSS VILAC FT;1 - KG;343;LATICINIOS 1
54424;QJ T MUSS VILAC KG;1 - KG;342;LATICINIOS 1
54445;QJ T MUSS VILAC MO;1 - KG;344;LATICINIOS 1
1102787;QJ T MUSS VINILAC FT;1 - KG;7080;LATICINIOS 1
1092402;QJ T MUSS VINILAC KG;1 - KG;6939;LATICINIOS 1
1102791;QJ T MUSS VINILAC PD;1 - KG;7081;LATICINIOS 1
63996;QJ T MUSS VITALAC CX KG;1 - KG;1227;LATICINIOS 1
7934;QJ T MUSS VITALAC FT;1 - KG;164;LATICINIOS 1
7030;QJ T MUSS VITALAC KG;1 - KG;163;LATICINIOS 1
7935;QJ T MUSS VITALAC MO;1 - KG;165;LATICINIOS 1
7937;QJ T MUSS VITALAC PD;1 - KG;807;LATICINIOS 1
66308;QJ T MUSS VITORIA CX KG;1 - KG;1457;LATICINIOS 1
65753;QJ T MUSS VITORIA KG;1 - KG;1442;LATICINIOS 1
1049067;QJ T MUZZ BUF BOM DESTINO BOLA KG;1 - KG;5745;LATICINIOS 2
1049129;QJ T MUZZ BUF BOM DESTINO T500 KG;1 - KG;5747;LATICINIOS 2
1067218;QJ T PARM 12 MESES SCALA KG;1 - KG;6481;LATICINIOS 2
70761;QJ T PARM 4M KG;1 - KG;1799;LATICINIOS 2
70762;QJ T PARM 4M PD;1 - KG;1800;LATICINIOS 2
70763;QJ T PARM 4M RA;1 - KG;1801;LATICINIOS 2
10453;QJ T PARM BELLA PRIMA KG;1 - KG;4465;LATICINIOS 2
10455;QJ T PARM BELLA PRIMA RF;1 - KG;4467;LATICINIOS 2
1089169;QJ T PARM BURITIS FRAC KG GDE;1 - KG;6871;LATICINIOS 2
1063366;QJ T PARM BURITIS FRAC PEQ KG;1 - KG;6364;LATICINIOS 2
1343;QJ T PARM BURITIS KG;1 - KG;3214;LATICINIOS 2
10630;QJ T PARM BURITIS LIGHT PD;1 - KG;4499;LATICINIOS 2
7894;QJ T PARM BURITIS PD;1 - KG;116;LATICINIOS 2
7892;QJ T PARM BURITIS RF;1 - KG;114;LATICINIOS 2
52144;QJ T PARM BURITIS T1 KG;1 - KG;129;LATICINIOS 2
70741;QJ T PARM CAMBUI KG;1 - KG;1796;LATICINIOS 2
70742;QJ T PARM CAMBUI PD;1 - KG;1797;LATICINIOS 2
70743;QJ T PARM CAMBUI RA;1 - KG;1798;LATICINIOS 2
1067071;QJ T PARM CANTO DE MINAS KG;1 - KG;6463;LATICINIOS 2
1971;QJ T PARM CILINDRO FAIXA AZUL KG;1 - KG;19710001;LATICINIOS 2
1971;QJ T PARM CILINDRO FAIXA AZUL KG;1 - KG;3688;LATICINIOS 2
1056035;QJ T PARM CILINDRO UNIAO KG;1 - KG;6123;LATICINIOS 2
91255;QJ T PARM CONAPROLE KG;1 - KG;3280;LATICINIOS 1
91256;QJ T PARM CONAPROLE PD;1 - KG;3281;LATICINIOS 2
91257;QJ T PARM CONAPROLE RA;1 - KG;3282;LATICINIOS 2
1108805;QJ T PARM CRIOULO FRAC KG;1 - KG;7265;LATICINIOS 2
53584;QJ T PARM CRISTAL KG;1 - KG;283;LATICINIOS 2
53585;QJ T PARM CRISTAL PD;1 - KG;285;LATICINIOS 2
53586;QJ T PARM CRISTAL RA;1 - KG;286;LATICINIOS 2
1092792;QJ T PARM CRISTAULAT KG;1 - KG;6968;LATICINIOS 2
1092793;QJ T PARM CRISTAULAT PD;1 - KG;6970;LATICINIOS 2
36679;QJ T PARM CRISTINA PD;1 - KG;4586;LATICINIOS 2
36680;QJ T PARM CRISTINA RA;1 - KG;4587;LATICINIOS 2
1029868;QJ T PARM CUNHA VALEZA KG;1 - KG;5369;LATICINIOS 2
1042346;QJ T PARM CURRAL DE MINAS FRAC KG;1 - KG;5504;LATICINIOS 2
1083859;QJ T PARM DAVACA KG;1 - KG;6974;LATICINIOS 2
1977;QJ T PARM FAIXA AZUL FATIADO KG;1 - KG;19770001;LATICINIOS 2
1977;QJ T PARM FAIXA AZUL FATIADO KG;1 - KG;2067;LATICINIOS 2
16344;QJ T PARM FAIXA AZUL FORMA KG;1 - KG;5135;LATICINIOS 2
16345;QJ T PARM FAIXA AZUL FORMA PD;1 - KG;5142;LATICINIOS 2
8096;QJ T PARM FAIXA AZUL PD;1 - KG;2541;LATICINIOS 2
1101394;QJ T PARM FORMOSA BABY KG;1 - KG;7039;LATICINIOS 2
1028658;QJ T PARM FORMOSA FRAC KG;1 - KG;5324;LATICINIOS 2
1115263;QJ T PARM FORMOSA KG;1 - KG;7308;LATICINIOS 2
1028953;QJ T PARM FORMOSA PA;1 - KG;5348;LATICINIOS 2
1028954;QJ T PARM FORMOSA PD;1 - KG;5349;LATICINIOS 2
1028952;QJ T PARM FORMOSA RA;1 - KG;5347;LATICINIOS 2
1097995;QJ T PARM FRIMESA FRAC KG;1 - KG;10979950001;LATICINIOS 2
1097995;QJ T PARM FRIMESA FRAC KG;1 - KG;7017;LATICINIOS 2
1810;QJ T PARM GRAN FORMAGGIO KG;1 - KG;1031;LATICINIOS 2
8001;QJ T PARM GRAN FORMAGGIO PD;1 - KG;1032;LATICINIOS 2
56560;QJ T PARM GRAN MESTRI FRAC KG;1 - KG;403;LATICINIOS 2
57812;QJ T PARM GRAN MESTRI FRAC RA;1 - KG;430;LATICINIOS 2
64947;QJ T PARM GRAN MESTRI PD;1 - KG;1406;LATICINIOS 2
31730;QJ T PARM GRAN PADAGNOLLO PD;1 - KG;317300001;LATICINIOS 2
31730;QJ T PARM GRAN PADAGNOLLO PD;1 - KG;8785;LATICINIOS 2
57994;QJ T PARM HELOISA FAT KG;1 - KG;438;LATICINIOS 2
57993;QJ T PARM HELOISA KG;1 - KG;436;LATICINIOS 2
58192;QJ T PARM HELOISA PD;1 - KG;448;LATICINIOS 2
69538;QJ T PARM HELOISA RA;1 - KG;1665;LATICINIOS 2
1062171;QJ T PARM IPANEMA FRACIONADO KG;1 - KG;6335;LATICINIOS 2
7970;QJ T PARM IPANEMA RF;1 - KG;4198;LATICINIOS 2
